,Latitude,Longitude,Store_Number,Address,Fuel,Num,store,NOP,Phone_Number,Country,State_Province
721,-121.986147,37.519426,Walmart,"40580 Albrae St; I-880 Exit 16,Fremont,CA,94538 ,(NOP),(510) 440-8060",None,5426,walmart,1,(510) 440-8060,USA,CA
722,-121.94219,37.511489,Walmart,"44009 Osgood Rd; I-680 Exit 14,Fremont,CA,94539 ,(NOP),(510) 651-3301",None,2989,walmart,1,(510) 651-3301,USA,CA
723,-119.789322,36.793815,Walmart Supercenter,"1804 E Ashlan Ave,Fresno,CA,93726 ,(NOP),(559) 470-6967",None,5632,walmart supercenter,1,(559) 470-6967,USA,CA
724,-119.756042,36.7789,Wm Nbrhd Mkt,"3131 N Cedar Ave,Fresno,CA,93703 ,(NOP),(559) 538-1375",None,2689,Walmart nbrhd mkt,1,(559) 538-1375,USA,CA
725,-119.860334,36.809835,Walmart,"3680 W Shaw,Fresno,CA,93711 ,(NOP),(559) 277-8191",None,1815,walmart,1,(559) 277-8191,USA,CA
726,-119.72145,36.73746,Walmart Supercenter,"5125 E Kings Canyon,Fresno,CA,93727 ,(NOP),(559) 252-9457",None,2001,walmart supercenter,1,(559) 252-9457,USA,CA
727,-119.729655,36.835955,Wm Nbrhd Mkt,"6855 N Willow Ave,Fresno,CA,93710 ,,(559) 862-2062",None,5634,Walmart nbrhd mkt,0,(559) 862-2062,USA,CA
728,-119.803447,36.838467,Walmart,"7065 N Ingram Ave,Fresno,CA,93650 ,(NOP),(559) 431-0107",None,2985,walmart,1,(559) 431-0107,USA,CA
729,-119.79329,36.848681,Sam's Club,"7663 N Blackstone Ave,Fresno,CA,93720 ,,(559) 446-0106",None,4704,sam's club,0,(559) 446-0106,USA,CA
730,-117.88247,33.865345,Sam's Club,"603 S PLntia Ave,Fullerton,CA,92831 ,,(714) 738-1251",None,6616,sam's club,0,(714) 738-1251,USA,CA
731,-121.304668,38.290764,Walmart Supercenter,"10470 Twin Cities Rd; Hwy 99 Exit 277,Galt,CA,95632 ,(NOP),(209) 744-1938",None,5231,walmart supercenter,1,(209) 744-1938,USA,CA
732,-117.942214,33.802975,Wm Nbrhd Mkt,"10912 Katella Ave; I-5 Exit 109,Garden Grove,CA,92840 ,(NOP),(714) 620-3822",None,5639,Walmart nbrhd mkt,1,(714) 620-3822,USA,CA
733,-117.966606,33.790918,Walmart Supercenter,"11822 Gilbert St,Garden Grove,CA,92841 ,(NOP),(714) 591-1300",None,4171,walmart supercenter,1,(714) 591-1300,USA,CA
734,-118.297248,33.87387,Sam's Club,"1399 Artesia Blvd; I-405 Exit 38,Gardena,CA,90247 ,,(310) 532-0779",None,6617,sam's club,0,(310) 532-0779,USA,CA
735,-121.551456,37.007596,Walmart Supercenter,"7150 Camino Arroyo,Gilroy,CA,95020 ,(NOP),(408) 848-8161",None,2002,walmart supercenter,1,(408) 848-8161,USA,CA
736,-117.833195,34.11536,Sam's Club,"1301 S Lone Hill Ave; I-210 Exit 44,Glendora,CA,91740 ,,(909) 394-4556",Gas/Diesel,6240,sam's club,0,(909) 394-4556,USA,CA
737,-117.826802,34.116489,Walmart Supercenter,"1950 Auto Center Dr; I-210 Exit 45/25,Glendora,CA,91740 ,(NOP),(909) 592-4866",None,1941,walmart supercenter,1,(909) 592-4866,USA,CA
738,-121.224949,38.743124,Wm Nbrhd Mkt,"4080 Douglas Blvd: I-80 Exit 103,Granite Bay,CA,95746 ,(NOP),(916) 380-3252",None,5980,Walmart nbrhd mkt,1,(916) 380-3252,USA,CA
739,-119.675057,36.321698,Walmart Supercenter,"250 S 12th Ave,Hanford,CA,93230 ,,(559) 583-6292",None,1645,walmart supercenter,0,(559) 583-6292,USA,CA
740,-118.362099,33.900227,Wm Nbrhd Mkt,"14441 Inglewood Ave,Hawthorne,CA,90260 ,(NOP),(424) 336-2212",None,5604,Walmart nbrhd mkt,1,(424) 336-2212,USA,CA
741,-117.008669,33.726457,Walmart Supercenter,"1231 S Sanderson Ave,Hemet,CA,92545 ,(NOP),(951) 766-1164",None,1853,walmart supercenter,1,(951) 766-1164,USA,CA
742,-116.979091,33.744636,Wm Nbrhd Mkt,"859 W Florida Ave,Hemet,CA,92543 ,,(951) 492-3029",None,5008,Walmart nbrhd mkt,0,(951) 492-3029,USA,CA
743,-117.371471,34.425964,Walmart Supercenter,"13401 Main St: I-15 Exit 143,Hesperia,CA,92345 ,,(760) 948-4851",None,4340,walmart supercenter,0,(760) 948-4851,USA,CA
744,-117.195187,34.136938,Walmart Supercenter,"4210 E Highland Ave,Highland,CA,92346 ,(NOP),(909) 425-8846",None,1914,walmart supercenter,1,(909) 425-8846,USA,CA
745,-117.987406,33.655354,Wm Nbrhd Mkt,"21132 Beach Blvd,Huntington Beach,CA,92646 ,(NOP),(714) 274-4484",None,5601,Walmart nbrhd mkt,1,(714) 274-4484,USA,CA
746,-117.986419,33.700229,Walmart,"8230 Talbert Ave,Huntington Beach,CA,92646 ,(NOP),(714) 841-5390",None,2636,walmart,1,(714) 841-5390,USA,CA
747,-116.266473,33.728658,Wm Nbrhd Mkt,"44100 Jefferson St,Indio,CA,92201 ,,(760) 895-6030",None,8958,Walmart nbrhd mkt,0,(760) 895-6030,USA,CA
748,-116.229164,33.742639,Walmart Supercenter,"82491 Ave 42; I-10 Exit 142/143,Indio,CA,92203 ,,(760) 262-8004",None,2181,walmart supercenter,0,(760) 262-8004,USA,CA
749,-117.834973,33.698287,Walmart Supercenter,"16555 Von Karman Ave: I-405 Exit 7,Irvine,CA,92606 ,(NOP),(949) 623-7467",None,5644,walmart supercenter,1,(949) 623-7467,USA,CA
750,-117.741385,33.657427,Walmart Supercenter,"71 Technology Dr; I-5 Exit 94,Irvine,CA,92618 ,(NOP),(949) 623-6587",None,5687,walmart supercenter,1,(949) 623-6587,USA,CA
751,-120.804952,38.358069,Walmart,"10355 Wicklow Way,Jackson,CA,95654 ,,(209) 223-5384",None,2054,walmart,0,(209) 223-5384,USA,CA
752,-117.476743,33.974852,Wm Nbrhd Mkt,"8844 Limonite Ave,Jurupa Valley,CA,92509 ,(NOP),(951) 968-7218",None,5663,Walmart nbrhd mkt,1,(951) 968-7218,USA,CA
753,-120.045352,36.734595,Walmart Supercenter,"14061 W Whitesbridge Ave,Kerman,CA,93630 ,(NOP),(559) 846-1200",None,5701,walmart supercenter,1,(559) 846-1200,USA,CA
754,-117.934836,33.916761,Walmart Supercenter,"1000 E Imperial Hwy,La Habra,CA,90631 ,(NOP),(714) 869-0530",None,5641,walmart supercenter,1,(714) 869-0530,USA,CA
755,-117.966922,33.915105,Walmart Supercenter,"1340 S Beach Blvd,La Habra,CA,90631 ,(NOP),(562) 694-2707",None,3248,walmart supercenter,1,(562) 694-2707,USA,CA
756,-117.970104,33.913477,Sam's Club,"1390 S Beach Blvd,La Habra,CA,90631 ,,(562) 697-9281",Gas,4735,sam's club,0,(562) 697-9281,USA,CA
757,-117.009043,32.77761,Walmart,"5500 Grossmont Center Dr,La Mesa,CA,91942 ,(NOP),(619) 337-3655",None,5140,walmart,1,(619) 337-3655,USA,CA
758,-117.006823,32.773552,Wm Nbrhd Mkt,"8810 Grossmont Blvd,La Mesa,CA,91942 ,(NOP),(619) 403-5392",None,5684,Walmart nbrhd mkt,1,(619) 403-5392,USA,CA
759,-118.013693,33.918274,Wm Nbrhd Mkt,"14865 Telegraph Rd,La Mirada,CA,90638 ,(NOP),(562) 567-6488",None,5661,Walmart nbrhd mkt,1,(562) 567-6488,USA,CA
760,-118.038386,33.846188,Wm Nbrhd Mkt,"5420 La Palma Ave,La Palma,CA,90623 ,(NOP),(714) 822-3152",None,3099,Walmart nbrhd mkt,1,(714) 822-3152,USA,CA
761,-117.948942,34.046676,Wm Nbrhd Mkt,"1425 N Hacienda Blvd,La Puente,CA,91744 ,(NOP),(626) 251-1877",None,3133,Walmart nbrhd mkt,1,(626) 251-1877,USA,CA
762,-116.281212,33.704398,Walmart Supercenter,"79295 Hwy 111,La Quinta,CA,92253 ,(NOP),(760) 564-3313",None,1805,walmart supercenter,1,(760) 564-3313,USA,CA
763,-117.713226,33.564262,Walmart,"27470 Alicia Pkwy,Laguna Niguel,CA,92677 ,(NOP),(949) 360-0758",None,2206,walmart,1,(949) 360-0758,USA,CA
764,-117.295043,33.661841,Walmart,"31700 Grape St; I-15 Exit 73,Lake Elsinore,CA,92530 ,,(951) 245-5990",None,2077,walmart,0,(951) 245-5990,USA,CA
765,-118.158525,33.831284,Walmart Supercenter,"2770 Carson St,Lakewood,CA,90712 ,(NOP),(562) 429-6239",Gas,2609,walmart supercenter,1,(562) 429-6239,USA,CA
766,-118.097617,34.691243,Walmart Supercenter,"1731 E Ave J,Lancaster,CA,93535 ,(NOP),(661) 945-7848",Gas,2951,walmart supercenter,1,(661) 945-7848,USA,CA
767,-118.172776,34.69371,Walmart Supercenter,"44665 Valley Central Way,Lancaster,CA,93534 ,(NOP),(661) 940-8744",None,1563,walmart supercenter,1,(661) 940-8744,USA,CA
768,-121.292341,38.888501,Wm Nbrhd Mkt,"255 Lincoln Blvd: I-10 Exit 1A,Lincoln,CA,95648 ,(NOP),(916) 209-5129",None,5979,Walmart nbrhd mkt,1,(916) 209-5129,USA,CA
769,-121.768082,37.699873,Walmart,"2700 Las Positas Rd; I-580 Exit 47,Livermore,CA,94550 ,(NOP),(925) 455-0215",None,1972,walmart,1,(925) 455-0215,USA,CA
770,-121.307837,38.113337,Walmart Supercenter,"1601 S Lower Sacramento Rd,Lodi,CA,95242 ,(NOP),(209) 368-6696",None,1789,walmart supercenter,1,(209) 368-6696,USA,CA
771,-117.242637,34.048302,Wm Nbrhd Mkt,"25755 Barton Rd,Loma Linda,CA,92354 ,,(909) 283-7239",None,2998,Walmart nbrhd mkt,0,(909) 283-7239,USA,CA
772,-120.465177,34.662009,Walmart Supercenter,"701 W Central Ave,Lompoc,CA,93436 ,(NOP),(805) 735-9088",None,1989,walmart supercenter,1,(805) 735-9088,USA,CA
773,-118.149111,33.860518,Walmart Supercenter,"3705 E S St,Long Beach,CA,90805 ,(NOP),(562) 582-1003",None,4101,walmart supercenter,1,(562) 582-1003,USA,CA
774,-118.091326,33.829259,Walmart Supercenter,"7250 Carson Blvd; I-605 Exit 3,Long Beach,CA,90808 ,(NOP),(562) 425-5113",None,3477,walmart supercenter,1,(562) 425-5113,USA,CA
775,-118.083486,33.827162,Sam's Club,"7480 Carson Blvd; I-605 Exit 3,Long Beach,CA,90808 ,,(562) 425-0662",Gas,6613,sam's club,0,(562) 425-0662,USA,CA
776,-120.878932,37.054834,Walmart Supercenter,"1575 W Pacheco Blvd,Los Banos,CA,93635 ,,(209) 826-9655",None,2117,walmart supercenter,0,(209) 826-9655,USA,CA
777,-120.082287,36.975477,Walmart,"1977 Cleveland Ave,Madera,CA,93637 ,,(559) 675-9212",None,1583,walmart,0,(559) 675-9212,USA,CA
778,-121.217681,37.785651,Walmart Supercenter,"1205 S Main St,Manteca,CA,95337 ,,(209) 824-2000",None,1840,walmart supercenter,0,(209) 824-2000,USA,CA
779,-121.800565,36.69359,Walmart Supercenter,"150 Beach Rd,Marina,CA,93933 ,(NOP),(831) 883-9138",None,4488,walmart supercenter,1,(831) 883-9138,USA,CA
780,-122.108671,37.996546,Walmart,"1021 Arnold Dr,Martinez,CA,94553 ,(NOP),(925) 313-5716",None,3493,walmart,1,(925) 313-5716,USA,CA
781,-121.573059,39.126865,Walmart Supercenter,"1131 N Beale Rd,Marysville,CA,95901 ,(NOP),(530) 634-9751",None,5136,walmart supercenter,1,(530) 634-9751,USA,CA
782,-120.500833,37.317985,Walmart,"3055 Loughborough Dr,Merced,CA,95348 ,(NOP),(209) 384-1275",None,2039,walmart,1,(209) 384-1275,USA,CA
783,-121.92022,37.431104,Walmart Supercenter,"301 Ranch Dr; I-880 Exit 47,Milpitas,CA,95035 ,(NOP),(408) 934-0304",None,2119,walmart supercenter,1,(408) 934-0304,USA,CA
784,-120.976622,37.664054,Wm Nbrhd Mkt,"1421 Coffee Rd,Modesto,CA,95355 ,(NOP),(209) 222-5632",None,3046,Walmart nbrhd mkt,1,(209) 222-5632,USA,CA
785,-121.036889,37.672584,Walmart,"2225 Plaza Pkwy,Modesto,CA,95350 ,(NOP),(209) 524-4733",None,1587,walmart,1,(209) 524-4733,USA,CA
786,-120.994174,37.694531,Walmart Supercenter,"3848 Mchenry Ave,Modesto,CA,95350 ,(NOP),(209) 342-0949",None,5710,walmart supercenter,1,(209) 342-0949,USA,CA
787,-117.180781,33.935863,Walmart Supercenter,"12721 Moreno Beach Dr,Moreno Valley,CA,92555 ,,(951) 242-1185",None,5193,walmart supercenter,0,(951) 242-1185,USA,CA
788,-121.655522,37.149811,Walmart Supercenter,"170 Cochrane Plaza,Morgan Hill,CA,95037 ,(NOP),(408) 779-8172",None,5766,walmart supercenter,1,(408) 779-8172,USA,CA
789,-122.109088,37.401457,Walmart,"600 Showers Dr,Mountain View,CA,94040 ,(NOP),(650) 917-0796",None,2280,walmart,1,(650) 917-0796,USA,CA
790,-117.177504,33.554075,Sam's Club,"40500 Murrieta Hot Springs Rd; I-15 Exit 64,Murrieta,CA,92563 ,,(951) 696-4500",Gas,4822,sam's club,0,(951) 696-4500,USA,CA
791,-117.193567,33.552902,Walmart,"41200 Murrieta Hot Springs Rd; I-15 Exit 64,Murrieta,CA,92562 ,(NOP),(951) 696-7135",None,2952,walmart,1,(951) 696-7135,USA,CA
792,-122.28327,38.309653,Walmart Supercenter,"681 Lincoln Ave,Napa,CA,94559 ,(NOP),(707) 224-8797",None,2925,walmart supercenter,1,(707) 224-8797,USA,CA
793,-117.098304,32.674348,Walmart Supercenter,"1200 Highland Ave; I-5 Exit 10,National City,CA,91950 ,(NOP),(619) 336-0395",None,5023,walmart supercenter,1,(619) 336-0395,USA,CA
794,-121.383715,38.649872,Walmart Supercenter,"4675 Watt Ave,North Highlands,CA,95660 ,,(916) 621-1454",None,4393,walmart supercenter,0,(916) 621-1454,USA,CA
795,-118.082984,33.917688,Walmart,"11729 Imperial Hwy,Norwalk,CA,90650 ,(NOP),(562) 929-6766",None,5164,walmart,1,(562) 929-6766,USA,CA
796,-117.375615,33.198562,Wm Nbrhd Mkt,"1046 Mission Ave; I-5 Exit 53,Oceanside,CA,92054 ,(NOP),(760) 696-9906",None,5637,Walmart nbrhd mkt,1,(760) 696-9906,USA,CA
797,-117.346746,33.180684,Walmart Supercenter,"2100 Vista Way; I-5 Exit 51,Oceanside,CA,92054 ,(NOP),(760) 966-0026",None,2494,walmart supercenter,1,(760) 966-0026,USA,CA
798,-117.296743,33.177158,Walmart Supercenter,"3405 Marron Rd,Oceanside,CA,92056 ,(NOP),(760) 730-1371",None,5075,walmart supercenter,1,(760) 730-1371,USA,CA
799,-117.290684,33.242206,Walmart Supercenter,"705 College Blvd,Oceanside,CA,92057 ,(NOP),(760) 631-0434",None,2245,walmart supercenter,1,(760) 631-0434,USA,CA
800,-117.670455,34.083315,Walmart Supercenter,"1333 N Mountain Ave,Ontario,CA,91762 ,(NOP),(909) 321-3165",None,3796,walmart supercenter,1,(909) 321-3165,USA,CA
801,-117.559903,34.073622,Sam's Club,"951 N Milliken; I-10 Exit 57,Ontario,CA,91761 ,,(909) 476-9259",Gas,6619,sam's club,0,(909) 476-9259,USA,CA
802,-117.83745,33.828093,Walmart,"2300 N Tustin St,Orange,CA,92865 ,(NOP),(714) 998-4473",None,2546,walmart,1,(714) 998-4473,USA,CA
803,-121.22328,38.679118,Walmart Supercenter,"8961 Greenback Lane,Orangevale,CA,95662 ,(NOP),(916) 989-5800",None,4309,walmart supercenter,1,(916) 989-5800,USA,CA
804,-121.573334,39.497327,Walmart,"355 Oro Dam Blvd,Oroville,CA,95965 ,(NOP),(530) 534-1082",None,1575,walmart,1,(530) 534-1082,USA,CA
805,-119.160102,34.220236,Walmart Supercenter,"2001 N RoSE Ave,Oxnard,CA,93036 ,(NOP),(805) 981-4884",None,2032,walmart supercenter,1,(805) 981-4884,USA,CA
806,-119.160303,34.223676,Sam's Club,"2401 N RoSE Ave; Hwy 101 Exit 61,Oxnard,CA,93036 ,,(805) 983-2442",None,6455,sam's club,0,(805) 983-2442,USA,CA
807,-119.178066,34.17473,Walmart,"2701 Saviers Rd,Oxnard,CA,93033 ,(NOP),(805) 200-5224",None,3087,walmart,1,(805) 200-5224,USA,CA
808,-119.17934,34.236503,Wm Nbrhd Mkt,"421 W Esplanade Dr; Hwy 101 Exit 61,Oxnard,CA,93036 ,(NOP),(805) 604-2082",None,5643,Walmart nbrhd mkt,1,(805) 604-2082,USA,CA
809,-116.385383,33.800065,Sam's Club,"34220 Monterey Ave,Palm Desert,CA,92260 ,,(760) 321-6655",Gas/Diesel,6609,sam's club,0,(760) 321-6655,USA,CA
810,-116.386207,33.798088,Walmart Supercenter,"34500 Monterey Ave,Palm Desert,CA,92260 ,,(760) 328-4375",None,5096,walmart supercenter,0,(760) 328-4375,USA,CA
811,-116.401626,33.727429,WM Nbrhd Mkt,"72314 Hwy 111,Palm Desert,CA,92260 ,(NOP),(760) 469-3428",None,3026,Walmart nbrhd mkt,1,(760) 469-3428,USA,CA
812,-116.486568,33.814126,Walmart Supercenter,"5601 E Ramon Rd; I-10 Exit 130,Palm Springs,CA,92262 ,(NOP),(760) 322-3906",None,1832,walmart supercenter,1,(760) 322-3906,USA,CA
813,-118.043278,34.556827,Walmart Supercenter,"37140 47th St E,Palmdale,CA,93552 ,(NOP),(661) 533-0248",Gas/Diesel,2950,walmart supercenter,1,(661) 533-0248,USA,CA
814,-118.211487,34.617802,Wm Nbrhd Mkt,"3875 Rancho Vista Blvd,Palmdale,CA,93551 ,(NOP),(661) 202-3602",None,5689,Walmart nbrhd mkt,1,(661) 202-3602,USA,CA
815,-118.145401,34.607812,Sam's Club,"39940 10th St,Palmdale,CA,93550 ,,(909) 628-9273",Gas,4767,sam's club,0,(909) 628-9273,USA,CA
816,-118.145604,34.611785,Walmart Supercenter,"40130 10th St. W,Palmdale,CA,93551 ,,(661) 267-6496",None,1660,walmart supercenter,0,(661) 267-6496,USA,CA
817,-118.449074,34.235011,Wm Nbrhd Mkt,"14530 Nordhoff St: I-5 Exit 154,Panorama City,CA,91402 ,(NOP),(818) 672-0142",None,5605,Walmart nbrhd mkt,1,(818) 672-0142,USA,CA
818,-118.450502,34.222608,Walmart,"8333 Van Nuys Blvd; I-405 Exit 68,Panorama City,CA,91402 ,(NOP),(818) 830-0350",None,2568,walmart,1,(818) 830-0350,USA,CA
819,-118.144237,33.902208,Walmart Supercenter,"14501 Lakewood Blvd,Paramount,CA,90723 ,(NOP),(562) 531-8240",None,2110,walmart supercenter,1,(562) 531-8240,USA,CA
820,-120.681383,35.613332,Walmart,"180 Niblick Rd,Paso Robles,CA,93446 ,(NOP),(805) 238-1212",None,2099,walmart,1,(805) 238-1212,USA,CA
821,-121.142528,37.464052,Walmart Supercenter,"1030 Sperry Ave,Patterson,CA,95363 ,(NOP),(209) 895-4407",None,5843,walmart supercenter,1,(209) 895-4407,USA,CA
822,-117.227299,33.820028,Walmart Supercenter,"1800 N Perris Blvd; I-215 Exit 19,Perris,CA,92571 ,(NOP),(951) 940-0440",Gas,1747,walmart supercenter,1,(951) 940-0440,USA,CA
823,-118.104526,33.985682,Walmart Supercenter,"8500 Washington Blvd,Pico Rivera,CA,90660 ,(NOP),(562) 801-2413",None,2886,walmart supercenter,1,(562) 801-2413,USA,CA
824,-121.868986,38.009054,Walmart,"2203 Loveridge Rd,Pittsburg,CA,94565 ,(NOP),(925) 427-2022",None,1615,walmart,1,(925) 427-2022,USA,CA
825,-120.829941,38.70453,Walmart,"4300 Missouri Flat Rd,Placerville,CA,95667 ,(NOP),(530) 621-2917",None,2418,walmart,1,(530) 621-2917,USA,CA
826,-121.877558,37.689969,Wm Nbrhd Mkt,"3112 Santa Rita Rd; I-580 Exit 42B/43,Pleasanton,CA,94566 ,(NOP),(925) 398-6369",None,5611,Walmart nbrhd mkt,1,(925) 398-6369,USA,CA
827,-121.886472,37.698056,Walmart,"4501 Rosewood Dr; I-580 Exit 42B/43,Pleasanton,CA,94588 ,(NOP),(925) 734-8744",None,2161,walmart,1,(925) 734-8744,USA,CA
828,-117.73767,34.08944,Wm Nbrhd Mkt,"778 E Arrow Hwy,Pomona,CA,91767 ,(NOP),(909) 962-5011",None,3132,Walmart nbrhd mkt,1,(909) 962-5011,USA,CA
829,-117.758308,34.028632,Walmart,"80 Rio Rancho Rd,Pomona,CA,91766 ,(NOP),(909) 620-4602",None,2288,walmart,1,(909) 620-4602,USA,CA
830,-118.566814,34.276875,Walmart Supercenter,"19821 Rinaldi St,Porter Ranch,CA,91326 ,(NOP),(818) 832-0643",None,2526,walmart supercenter,1,(818) 832-0643,USA,CA
831,-119.045206,36.082537,Walmart,"1250 W Henderson Ave,Porterville,CA,93257 ,,(559) 783-8195",None,1877,walmart,0,(559) 783-8195,USA,CA
832,-117.03878,32.95898,Walmart Supercenter,"13425 Community Rd,Poway,CA,92064 ,(NOP),(858) 486-1882",None,1700,walmart supercenter,1,(858) 486-1882,USA,CA
833,-121.290875,38.59526,Walmart Supercenter,"10655 Folsom Blvd,Rancho Cordova,CA,95670 ,(NOP),(916) 361-0296",None,2457,walmart supercenter,1,(916) 361-0296,USA,CA
834,-117.531325,34.104178,Walmart,"12549 Foothill Blvd.; I-15 Exit 112,Rancho Cucamonga,CA,91739 ,(NOP),(909) 899-1441",None,1922,walmart,1,(909) 899-1441,USA,CA
835,-117.600935,33.64079,Wm Nbrhd Mkt,"30491 Avenida De Las Flores; Hwy 214 Exit 19,Rancho Santa Margarita,CA,92688 ,,(949) 207-5070",None,5600,Walmart nbrhd mkt,0,(949) 207-5070,USA,CA
836,-122.23092,40.162207,Walmart Supercenter,"608 Luther Rd; I-5 Exit 647,Red Bluff,CA,96080 ,,(530) 529-5540",None,1608,walmart supercenter,0,(530) 529-5540,USA,CA
837,-122.344445,40.583952,Walmart Supercenter,"1515 Dana Dr; I-5 Exit 67B,Redding,CA,96003 ,(NOP),(530) 221-2800",None,2537,walmart supercenter,1,(530) 221-2800,USA,CA
838,-117.222933,34.06416,Walmart,"2050 W Redlands Blvd; I-10 Exit 77 B/C,Redlands,CA,92374 ,(NOP),(909) 798-9114",None,1693,walmart,1,(909) 798-9114,USA,CA
839,-117.371187,34.072164,Walmart Supercenter,"1610 S Riverside Ave; I-10 Exit 67,Rialto,CA,92376 ,(NOP),(909) 820-9912",None,1862,walmart supercenter,1,(909) 820-9912,USA,CA
840,-117.366289,34.121638,Wm Nbrhd Mkt,"300 W Baseline Rd,Rialto,CA,92376 ,(NOP),(909) 546-3019",None,3131,Walmart nbrhd mkt,1,(909) 546-3019,USA,CA
841,-122.328368,37.978975,Walmart,"1400 Hilltop Mall Rd; I-80 Exit 19,Richmond,CA,94806 ,(NOP),(510) 669-1342",None,3455,walmart,1,(510) 669-1342,USA,CA
842,-117.66868,35.606829,Walmart Supercenter,"201 E Bowman Rd,Ridgecrest,CA,93555 ,,(760) 371-4974",None,1600,walmart supercenter,0,(760) 371-4974,USA,CA
843,-117.455214,33.936539,Walmart Supercenter,"5200 Van Buren Blvd,Riverside,CA,92503 ,(NOP),(951) 689-4595",None,2028,walmart supercenter,1,(951) 689-4595,USA,CA
844,-117.286597,33.93956,Walmart Supercenter,"6250 Valley Springs Pkwy: I-215 Exit 58,Riverside,CA,92507 ,(NOP),(951) 653-4849",None,1899,walmart supercenter,1,(951) 653-4849,USA,CA
845,-117.288577,33.936278,Sam's Club,"6363 Valley Springs Pkwy; I-215 Exit 29,Riverside,CA,92507 ,,(951) 653-4840",Gas,6378,sam's club,0,(951) 653-4840,USA,CA
846,-121.203643,38.80177,Walmart Supercenter,"5454 Crossings Dr; I-80 Exit 103,Rocklin,CA,95661 ,(NOP),(916) 783-8281",None,3587,walmart supercenter,1,(916) 783-8281,USA,CA
847,-121.240115,38.783624,Wm Nbrhd Mkt,"5609 Pacific St; I-80 Exit 106,Rocklin,CA,95677 ,(NOP),(916) 824-0104",None,3090,Walmart nbrhd mkt,1,(916) 824-0104,USA,CA
848,-122.715191,38.38367444,Walmart,"4625 Redwood Dr,Rohnert Park,CA,94928 ,(NOP),(707) 586-3717",None,1755,walmart,1,(707) 586-3717,USA,CA
849,-122.693305,38.361288,Wm Nbrhd Mkt,"901 Golf CourSE Dr,Rohnert Park,CA,94928 ,(NOP),(707) 540-9303",None,2468,Walmart nbrhd mkt,1,(707) 540-9303,USA,CA
850,-121.256172,38.747284,Walmart Supercenter,"1400 Lead Hill Blvd; I-80 Exit 103,Roseville,CA,95661 ,(NOP),(916) 724-0012",None,4202,walmart supercenter,1,(916) 724-0012,USA,CA
851,-121.290405,38.787001,Walmart Supercenter,"900 Pleasant Grove Blvd,Roseville,CA,95678 ,(NOP),(916) 786-6768",None,1988,walmart supercenter,1,(916) 786-6768,USA,CA
852,-121.288873,38.786282,Sam's Club,"904 Pleasant Grove Blvd,Roseville,CA,95678 ,,(916) 781-8160",Gas,6621,sam's club,0,(916) 781-8160,USA,CA
853,-118.0839,34.050379,Walmart Supercenter,"1827 Walnut Grove Blvd; I-10 Exit 252,Rosmead,CA,91770 ,(NOP),(626) 307-1010",None,5154,walmart supercenter,1,(626) 307-1010,USA,CA
854,-121.398873,38.617419,Wm Nbrhd Mkt,"2700 Marconi Ave,Sacramento,CA,95821 ,(NOP),(916) 576-6657",None,5982,Walmart nbrhd mkt,1,(916) 576-6657,USA,CA
855,-121.383986,38.609485,Walmart Supercenter,"3460 El Camino Ave,Sacramento,CA,95821 ,(NOP),(916) 977-0201",None,5230,walmart supercenter,1,(916) 977-0201,USA,CA
856,-121.504904,38.635546,Walmart,"3661 Truxel Rd; I-5 Exit 522,Sacramento,CA,95833 ,(NOP),(916) 928-9668",None,2598,walmart,1,(916) 928-9668,USA,CA
857,-121.540726,38.506756,Wm Nbrhd Mkt,"4420 Florin Rd: Hwy 99 Exit 293,Sacramento,CA,95823 ,,(916) 533-0942",None,6530,Walmart nbrhd mkt,0,(916) 533-0942,USA,CA
858,-121.330824,38.703544,Walmart Supercenter,"5821 Antelope N Rd,Sacramento,CA,95843 ,(NOP),(916) 729-6162",None,5192,walmart supercenter,1,(916) 729-6162,USA,CA
859,-121.433464,38.498509,Walmart Supercenter,"6051 Florin Rd,Sacramento,CA,95827 ,,(916) 427-9719",None,2735,walmart supercenter,0,(916) 427-9719,USA,CA
860,-121.40709,38.457764,Sam's Club,"8250 Power Inn Rd,Sacramento,CA,95828 ,,(916) 688-2126",Gas/Diesel,6622,sam's club,0,(916) 688-2126,USA,CA
861,-121.492826,38.459559,Walmart Supercenter,"8270 Delta Shores Blvd,Sacramento,CA,95832 ,,(916) 665-1011",None,2464,walmart supercenter,0,(916) 665-1011,USA,CA
862,-121.369899,38.482687,Walmart Supercenter,"8915 Gerber Rd,Sacramento,CA,95829 ,(NOP),(916) 897-5020",None,3081,walmart supercenter,1,(916) 897-5020,USA,CA
863,-121.668041,36.705571,Walmart Supercenter,"1375 N Davis Rd,Salinas,CA,93907 ,(NOP),(831) 998-9080",None,5751,walmart supercenter,1,(831) 998-9080,USA,CA
864,-121.650778,36.7182,Walmart Supercenter,"1800 N Main St,Salinas,CA,93907 ,(NOP),(831) 751-0231",None,2458,walmart supercenter,1,(831) 751-0231,USA,CA
865,-117.263311,34.065899,Sam's Club,"1055 E Harriman Pl,San Bernardino,CA,92408 ,,(909) 796-1505",Gas,6624,sam's club,0,(909) 796-1505,USA,CA
866,-117.335581,34.163499,Walmart,"4001 Hallmark Pkwy,San Bernardino,CA,92407 ,(NOP),(909) 880-4038",None,3276,walmart,1,(909) 880-4038,USA,CA
